platform,username,comment_text,timestamp,likes,post_id,post_subject,post_url,post_caption,comment_id,primary_emotion,sentiment_score,secondary_emotions,is_sarcastic,weighted_sentiment,comment_likes,mentioned_entities
instagram,her_journey__,Shes loved and living her best life ❤️ he got her out of that toxy family and is living the way his mother wanted to! Good for them and just let them be,1970-01-01 00:00:01.763703292,16,d41d8cd98f00,Dataset Instagram-Comments-Scraper 2025-11-23 05-10-02-585,https://www.instagram.com/p/DRSssyVEuwk,"Meghan Markle says ""no one in the world"" loves her more than Prince Harry — and the feeling is very much mutual! ""He loves me so boldly, fully,"" she tells Harper's Bazaar. ""He also has a different perspective because he sees media that I wouldn't. No one in the world loves me more than him, so I know he's always going to make sure that he has my back."" As for the ridicule she faces, the Duchess of Sussex shares, ""I love being able to… play in the sandbox with my kids and to play in the front row at a show."" ""I think the moment that you start making all of your personal decisions based on external judgment, then you lose your authenticity."" Swipe for more from Meghan and head to the link in bio 🔗 for Harper's Bazaar's full interview, on newsstands Dec. 2",e3d1955eb4daaa54,love,0.9,[],False,3.4498920096505947,16,"{'people': ['harry', 'Meghan Markle', 'Meg', 'Meghan', 'Harry', 'Dataset Instagram', 'Duchess'], 'shows': [], 'explicit_people': [], 'implicit_people': ['Dataset Instagram', 'Meg', 'Harry', 'harry', 'Meghan', 'Duchess', 'Meghan Markle'], 'explicit_shows': [], 'implicit_shows': []}"
instagram,nikkole.walker,"I read that the journalist who wrote the article arranged to meet her at one of her friend's homes and Meghan had the house manager announce her as, 'Meghan, Duchess of Sussex', but it was only the two of them. How she can expect people to think of her as relatable when she behaves like that, I will never understand.",1970-01-01 00:00:01.763706866,124,d41d8cd98f00,Dataset Instagram-Comments-Scraper 2025-11-23 05-10-02-585,https://www.instagram.com/p/DRSssyVEuwk,"Meghan Markle says ""no one in the world"" loves her more than Prince Harry — and the feeling is very much mutual! ""He loves me so boldly, fully,"" she tells Harper's Bazaar. ""He also has a different perspective because he sees media that I wouldn't. No one in the world loves me more than him, so I know he's always going to make sure that he has my back."" As for the ridicule she faces, the Duchess of Sussex shares, ""I love being able to… play in the sandbox with my kids and to play in the front row at a show."" ""I think the moment that you start making all of your personal decisions based on external judgment, then you lose your authenticity."" Swipe for more from Meghan and head to the link in bio 🔗 for Harper's Bazaar's full interview, on newsstands Dec. 2",820e031793d318fe,disappointment,-0.5,[],False,-2.9141568686511508,124,"{'people': ['harry', 'Meghan Markle', 'Meg', 'Meghan', 'Harry', 'Dataset Instagram', 'Duchess'], 'shows': [], 'explicit_people': ['Meg', 'Meghan', 'Duchess'], 'implicit_people': ['Dataset Instagram', 'Harry', 'harry', 'Meghan Markle'], 'explicit_shows': [], 'implicit_shows': []}"
instagram,krystle_danielle___,"There’s a lot of upset people here in the comments 😂 she’s loved and living her best life. It’s funny how people think they know people based on what the media reports. At the end of the day, their marriage doesn’t cause harm to any of you so why are y’all so upset?",1970-01-01 00:00:01.763676326,319,d41d8cd98f00,Dataset Instagram-Comments-Scraper 2025-11-23 05-10-02-585,https://www.instagram.com/p/DRSssyVEuwk,"Meghan Markle says ""no one in the world"" loves her more than Prince Harry — and the feeling is very much mutual! ""He loves me so boldly, fully,"" she tells Harper's Bazaar. ""He also has a different perspective because he sees media that I wouldn't. No one in the world loves me more than him, so I know he's always going to make sure that he has my back."" As for the ridicule she faces, the Duchess of Sussex shares, ""I love being able to… play in the sandbox with my kids and to play in the front row at a show."" ""I think the moment that you start making all of your personal decisions based on external judgment, then you lose your authenticity."" Swipe for more from Meghan and head to the link in bio 🔗 for Harper's Bazaar's full interview, on newsstands Dec. 2",b3f4d46ced20d300,excitement,0.7,[],False,4.73782469705564,319,"{'people': ['harry', 'Meghan Markle', 'Meg', 'Meghan', 'Harry', 'Dataset Instagram', 'Duchess'], 'shows': [], 'explicit_people': [], 'implicit_people': ['Dataset Instagram', 'Meg', 'Harry', 'harry', 'Meghan', 'Duchess', 'Meghan Markle'], 'explicit_shows': [], 'implicit_shows': []}"
instagram,autumnjoilive,Y’all could never make me hate her 😍love them!!,1970-01-01 00:00:01.763741187,7,d41d8cd98f00,Dataset Instagram-Comments-Scraper 2025-11-23 05-10-02-585,https://www.instagram.com/p/DRSssyVEuwk,"Meghan Markle says ""no one in the world"" loves her more than Prince Harry — and the feeling is very much mutual! ""He loves me so boldly, fully,"" she tells Harper's Bazaar. ""He also has a different perspective because he sees media that I wouldn't. No one in the world loves me more than him, so I know he's always going to make sure that he has my back."" As for the ridicule she faces, the Duchess of Sussex shares, ""I love being able to… play in the sandbox with my kids and to play in the front row at a show."" ""I think the moment that you start making all of your personal decisions based on external judgment, then you lose your authenticity."" Swipe for more from Meghan and head to the link in bio 🔗 for Harper's Bazaar's full interview, on newsstands Dec. 2",11256625dd2753f0,excitement,0.9,[],False,2.771497387511852,7,"{'people': ['harry', 'Meghan Markle', 'Meg', 'Meghan', 'Harry', 'Dataset Instagram', 'Duchess'], 'shows': [], 'explicit_people': [], 'implicit_people': ['Dataset Instagram', 'Meg', 'Harry', 'harry', 'Meghan', 'Duchess', 'Meghan Markle'], 'explicit_shows': [], 'implicit_shows': []}"
instagram,nicolespiga,Me me me me me,1970-01-01 00:00:01.763675790,1559,d41d8cd98f00,Dataset Instagram-Comments-Scraper 2025-11-23 05-10-02-585,https://www.instagram.com/p/DRSssyVEuwk,"Meghan Markle says ""no one in the world"" loves her more than Prince Harry — and the feeling is very much mutual! ""He loves me so boldly, fully,"" she tells Harper's Bazaar. ""He also has a different perspective because he sees media that I wouldn't. No one in the world loves me more than him, so I know he's always going to make sure that he has my back."" As for the ridicule she faces, the Duchess of Sussex shares, ""I love being able to… play in the sandbox with my kids and to play in the front row at a show."" ""I think the moment that you start making all of your personal decisions based on external judgment, then you lose your authenticity."" Swipe for more from Meghan and head to the link in bio 🔗 for Harper's Bazaar's full interview, on newsstands Dec. 2",82d9b1b64c1d7cc8,neutral,0.0,[],False,0.0,1559,"{'people': [], 'shows': [], 'explicit_people': [], 'implicit_people': [], 'explicit_shows': [], 'implicit_shows': []}"
instagram,lydiaxdustin,I would like to apologize to Great Britain. I judged them so harshly for being so mean to Meghan Markle.,1970-01-01 00:00:01.763673071,1399,d41d8cd98f00,Dataset Instagram-Comments-Scraper 2025-11-23 05-10-02-585,https://www.instagram.com/p/DRSssyVEuwk,"Meghan Markle says ""no one in the world"" loves her more than Prince Harry — and the feeling is very much mutual! ""He loves me so boldly, fully,"" she tells Harper's Bazaar. ""He also has a different perspective because he sees media that I wouldn't. No one in the world loves me more than him, so I know he's always going to make sure that he has my back."" As for the ridicule she faces, the Duchess of Sussex shares, ""I love being able to… play in the sandbox with my kids and to play in the front row at a show."" ""I think the moment that you start making all of your personal decisions based on external judgment, then you lose your authenticity."" Swipe for more from Meghan and head to the link in bio 🔗 for Harper's Bazaar's full interview, on newsstands Dec. 2",08757cc1ed5b26db,disappointment,-0.6,[],False,-4.9465365093620095,1399,"{'people': ['harry', 'Meghan Markle', 'Meg', 'Meghan', 'Harry', 'Dataset Instagram', 'Duchess'], 'shows': [], 'explicit_people': ['Meg', 'Meghan', 'Meghan Markle'], 'implicit_people': ['Dataset Instagram', 'Harry', 'harry', 'Duchess'], 'explicit_shows': [], 'implicit_shows': []}"
instagram,alfonso_maria_,He love me ……..! But I love myself more 😂😂😂,1970-01-01 00:00:01.763672002,1900,d41d8cd98f00,Dataset Instagram-Comments-Scraper 2025-11-23 05-10-02-585,https://www.instagram.com/p/DRSssyVEuwk,"Meghan Markle says ""no one in the world"" loves her more than Prince Harry — and the feeling is very much mutual! ""He loves me so boldly, fully,"" she tells Harper's Bazaar. ""He also has a different perspective because he sees media that I wouldn't. No one in the world loves me more than him, so I know he's always going to make sure that he has my back."" As for the ridicule she faces, the Duchess of Sussex shares, ""I love being able to… play in the sandbox with my kids and to play in the front row at a show."" ""I think the moment that you start making all of your personal decisions based on external judgment, then you lose your authenticity."" Swipe for more from Meghan and head to the link in bio 🔗 for Harper's Bazaar's full interview, on newsstands Dec. 2",f7482924e4912118,excitement,0.8,[],True,6.840108273990743,1900,"{'people': ['harry', 'Meghan Markle', 'Meg', 'Meghan', 'Harry', 'Dataset Instagram', 'Duchess'], 'shows': [], 'explicit_people': [], 'implicit_people': ['Dataset Instagram', 'Meg', 'Harry', 'harry', 'Meghan', 'Duchess', 'Meghan Markle'], 'explicit_shows': [], 'implicit_shows': []}"
instagram,misssalinas,She ruined him,1970-01-01 00:00:01.763685564,296,d41d8cd98f00,Dataset Instagram-Comments-Scraper 2025-11-23 05-10-02-585,https://www.instagram.com/p/DRSssyVEuwk,"Meghan Markle says ""no one in the world"" loves her more than Prince Harry — and the feeling is very much mutual! ""He loves me so boldly, fully,"" she tells Harper's Bazaar. ""He also has a different perspective because he sees media that I wouldn't. No one in the world loves me more than him, so I know he's always going to make sure that he has my back."" As for the ridicule she faces, the Duchess of Sussex shares, ""I love being able to… play in the sandbox with my kids and to play in the front row at a show."" ""I think the moment that you start making all of your personal decisions based on external judgment, then you lose your authenticity."" Swipe for more from Meghan and head to the link in bio 🔗 for Harper's Bazaar's full interview, on newsstands Dec. 2",e4e1a7c17a3f0e19,anger,-0.7,[],False,-4.685612497161889,296,"{'people': ['harry', 'Meghan Markle', 'Meg', 'Meghan', 'Harry', 'Dataset Instagram', 'Duchess'], 'shows': [], 'explicit_people': [], 'implicit_people': ['Dataset Instagram', 'Meg', 'Harry', 'harry', 'Meghan', 'Duchess', 'Meghan Markle'], 'explicit_shows': [], 'implicit_shows': []}"
instagram,jessicahartauthor,He must be the only one that likes her 😂,1970-01-01 00:00:01.763671608,2859,d41d8cd98f00,Dataset Instagram-Comments-Scraper 2025-11-23 05-10-02-585,https://www.instagram.com/p/DRSssyVEuwk,"Meghan Markle says ""no one in the world"" loves her more than Prince Harry — and the feeling is very much mutual! ""He loves me so boldly, fully,"" she tells Harper's Bazaar. ""He also has a different perspective because he sees media that I wouldn't. No one in the world loves me more than him, so I know he's always going to make sure that he has my back."" As for the ridicule she faces, the Duchess of Sussex shares, ""I love being able to… play in the sandbox with my kids and to play in the front row at a show."" ""I think the moment that you start making all of your personal decisions based on external judgment, then you lose your authenticity."" Swipe for more from Meghan and head to the link in bio 🔗 for Harper's Bazaar's full interview, on newsstands Dec. 2",cbd23cd0cbd4169c,disgust,-0.6,[],True,-5.375146142288339,2859,"{'people': ['harry', 'Meghan Markle', 'Meg', 'Meghan', 'Harry', 'Dataset Instagram', 'Duchess'], 'shows': [], 'explicit_people': [], 'implicit_people': ['Dataset Instagram', 'Meg', 'Harry', 'harry', 'Meghan', 'Duchess', 'Meghan Markle'], 'explicit_shows': [], 'implicit_shows': []}"
instagram,lanney28,"Omg its sicking, how much she loves herself",1970-01-01 00:00:01.763674900,460,d41d8cd98f00,Dataset Instagram-Comments-Scraper 2025-11-23 05-10-02-585,https://www.instagram.com/p/DRSssyVEuwk,"Meghan Markle says ""no one in the world"" loves her more than Prince Harry — and the feeling is very much mutual! ""He loves me so boldly, fully,"" she tells Harper's Bazaar. ""He also has a different perspective because he sees media that I wouldn't. No one in the world loves me more than him, so I know he's always going to make sure that he has my back."" As for the ridicule she faces, the Duchess of Sussex shares, ""I love being able to… play in the sandbox with my kids and to play in the front row at a show."" ""I think the moment that you start making all of your personal decisions based on external judgment, then you lose your authenticity."" Swipe for more from Meghan and head to the link in bio 🔗 for Harper's Bazaar's full interview, on newsstands Dec. 2",3c1ba459359de903,disgust,-0.8,[],False,-5.706718434397319,460,"{'people': ['harry', 'Meghan Markle', 'Meg', 'Meghan', 'Harry', 'Dataset Instagram', 'Duchess'], 'shows': [], 'explicit_people': [], 'implicit_people': ['Dataset Instagram', 'Meg', 'Harry', 'harry', 'Meghan', 'Duchess', 'Meghan Markle'], 'explicit_shows': [], 'implicit_shows': []}"
instagram,princeharrygotmarkled,Girl. You ain’t authentic. Whachu talkin about 😂,1970-01-01 00:00:01.763698963,179,d41d8cd98f00,Dataset Instagram-Comments-Scraper 2025-11-23 05-10-02-585,https://www.instagram.com/p/DRSssyVEuwk,"Meghan Markle says ""no one in the world"" loves her more than Prince Harry — and the feeling is very much mutual! ""He loves me so boldly, fully,"" she tells Harper's Bazaar. ""He also has a different perspective because he sees media that I wouldn't. No one in the world loves me more than him, so I know he's always going to make sure that he has my back."" As for the ridicule she faces, the Duchess of Sussex shares, ""I love being able to… play in the sandbox with my kids and to play in the front row at a show."" ""I think the moment that you start making all of your personal decisions based on external judgment, then you lose your authenticity."" Swipe for more from Meghan and head to the link in bio 🔗 for Harper's Bazaar's full interview, on newsstands Dec. 2",1d1b80b6637706ed,disappointment,-0.5,[],True,-3.096478425445105,179,"{'people': ['harry', 'Meghan Markle', 'Meg', 'Meghan', 'Harry', 'Dataset Instagram', 'Duchess'], 'shows': [], 'explicit_people': [], 'implicit_people': ['Dataset Instagram', 'Meg', 'Harry', 'harry', 'Meghan', 'Duchess', 'Meghan Markle'], 'explicit_shows': [], 'implicit_shows': []}"
